cleanup_priority,priority_reason,series,issue_number,comic,run_status,collection_status,current_story,suggested_metadata_arc,suggested_story_title,suggested_part_label,suggested_metadata_role,suggestion_source,decision_id,decision_status,suggested_next_action
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,623,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-623,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,630,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-630,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,632,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-632,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,639,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-639,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,641,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-641,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,647,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-647,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,648,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-648,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,691,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-691,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,692,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-692,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,697,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-697,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,698,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-698,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,699,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-699,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,703,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-703,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,704,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-704,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,705,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-705,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,706,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-706,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,707,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-707,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,708,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-708,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,709,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-709,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,710,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-710,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,711,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-711,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,712,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-712,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,713,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-713,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,714,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-714,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,715,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-715,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,716,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-716,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,717,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-717,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,718,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-718,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Detective Comics,723,,absent_from_sheet,,,,,,,needs_research,META-DETECTIVE-COMICS-723,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,42,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-42,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,50,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-50,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,51,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-51,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,53,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-53,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,54,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-54,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,55,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-55,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,56,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-56,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,57,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-57,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,58,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-58,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,59,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-59,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,60,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-60,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,61,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-61,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,62,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-62,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,63,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-63,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,64,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-64,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,65,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-65,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,66,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-66,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,67,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-67,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,68,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-68,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,69,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-69,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,70,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-70,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,71,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-71,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,72,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-72,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,73,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-73,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,74,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-74,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,75,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-75,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,76,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-76,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,77,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-77,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,78,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-78,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,79,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-79,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,80,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-80,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,81,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-81,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,82,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-82,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,83,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-83,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,84,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-84,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,85,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-85,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
Low,Absent issue needs metadata for clearer missing reports.,Warhammer Monthly,86,,absent_from_sheet,,,,,,,needs_research,META-WARHAMMER-MONTHLY-86,needs_decision,"Research/confirm the arc, then add a row to data/reference/story_metadata_decisions.csv or data/reference/issue_metadata.csv."
